,name,form,rating,rawErg,erg,age,sire,fee,crop,dam,ems3,bmSire,damForm,sex_C,sex_F,sex_G,sex_R,avgSireRating,avgSireErg,avgSireForm,avgDamRating,avgDamErg,avgBmSireRating,avgBmSireErg,avgBmSireForm,sireIsElite,damIsElite,bmSireIsElite,sireIsEliteErg,damIsEliteErg,bmSireIsEliteErg,sireIsEliteForm,bmSireIsEliteForm,lineage_score
1634,Night Code,2,66,56,61,9,Honor Code,40000.0,1,Unenchantedevening,55,Unbridled's Song,2,1.0,0.0,0.0,0.0,64.34700594309041,36.12016465228586,1.5052243833460066,69.9550891463561,28.92746978428783,67.19858605804627,32.42629377704712,1.5784486517719196,0,0,0,0,0,0,0,0,66.73757208147677
1635,Snowfire,2,66,83,83,11,Tapit,150000.0,10,Upperline,55,Maria's Mon,3,0.0,1.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,69.25241741089982,39.06457819604656,64.64315033336986,25.173971687985176,1.6211958602752907,1,0,0,1,0,0,0,0,71.33754726725006
1636,Candy Landy,1,65,67,60,5,Candy Ride,100000.0,16,Checkered Past,56,Smart Strike,0,0.0,1.0,0.0,0.0,69.9676149244666,49.46166006323288,1.6232765605588955,65.19011886180814,34.903293045717106,68.58524744227446,37.3209530386376,1.5866112931318956,1,0,0,1,0,0,0,0,68.08813618020731
1637,Hermajestycommands,0,65,86,74,10,War Front,150000.0,9,Royal Decree,55,Street Cry,0,0.0,1.0,0.0,0.0,75.56658829680042,60.3706308715131,1.7310289114052386,69.09857125705368,34.06457819604656,68.04590815795642,38.37104646797287,1.6744139333405752,1,0,0,1,0,0,1,0,72.17468031206245
1638,Porch Pounder,1,65,47,52,14,Quality Road,35000.0,1,Quiet Flight,51,Quiet American,1,0.0,0.0,1.0,0.0,72.2363092855436,47.52227802858272,1.6724044243674687,67.10678552847482,34.653293045717106,67.44300990272167,25.829015943782096,1.639462000008791,1,0,0,1,0,0,0,0,69.72198106314623
1639,Ghost Fighter,1,64,74,70,9,Tapit,300000.0,12,Beloveda,50,Ghostzapper,2,1.0,0.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,68.28542842277984,39.52263443657368,67.91277681261727,42.1118052873438,1.667686152622657,1,0,0,1,0,1,0,0,71.48954509329516
1640,High Above,2,64,32,26,12,Pioneerof The Nile,15000.0,4,True Blessing,33,Tale of the Cat,2,1.0,0.0,0.0,0.0,68.84114625319452,37.62342742035382,1.6148901238167659,64.02345219514147,28.319959712383774,64.86669854501447,28.232914722567184,1.6031400691210402,0,0,0,0,0,0,0,0,66.55878617664895
1641,Pahoehoe d'Oro,0,64,65,66,5,Medaglia d'Oro,200000.0,16,Miss Exclusive,50,Unbridled's Song,2,0.0,1.0,0.0,0.0,71.97588443260966,53.38421716265162,1.439835861049731,68.63703279551521,35.91073204220041,67.19858605804627,32.42629377704712,1.5784486517719196,1,0,0,1,0,0,0,0,70.09069160344208
1642,So Fancy,2,63,50,53,12,Tapit,125000.0,9,French Dip,39,Speightstown,0,0.0,1.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,63.66295902440698,27.059965467757518,69.73123613320023,39.52018154463151,1.6832279726096842,1,0,0,1,0,0,0,0,70.14444970195211
1643,After the Rose,0,61,65,56,10,Pioneerof The Nile,60000.0,6,Tap of the Day,56,Pulpit,0,0.0,1.0,0.0,0.0,68.84114625319452,37.62342742035382,1.6148901238167659,65.10678552847482,33.23662637905044,68.92912981417003,31.646506977278978,1.688995738101273,0,0,0,0,0,0,0,0,67.54731753368894
1644,Dontwasteurpretty,1,61,30,0,13,Unbridled's Song,85000.0,16,Wonder Lady,42,Deputy Minister,0,0.0,1.0,0.0,0.0,68.20254722932115,16.798092680151353,1.509279640227733,62.40626356474598,27.06457819604656,66.36083538526539,19.307403171448463,1.6686984498375141,0,0,0,0,0,0,0,0,65.89759117011148
1645,Undoubtedly,1,61,83,96,6,Blame,30000.0,9,And Why Not,60,Street Cry,3,0.0,1.0,0.0,0.0,70.79905467757179,37.055903609936514,1.6743437744897378,70.09857125705368,41.29534742681579,68.04590815795642,38.37104646797287,1.6744139333405752,1,1,0,0,0,0,0,0,70.14091350244814
1646,Fairouz,0,60,60,86,8,Dubawi,20000.0,12,Guapaza,57,Seeking The Dia,4,0.0,1.0,0.0,0.0,64.93467512197252,34.62177423169139,1.4776229093674167,65.02345219514147,35.73662637905044,69.5800891463561,34.92746978428783,1.640865750190099,0,0,0,0,0,0,0,0,65.66255920123919
1647,Cara Caterina,1,59,81,76,9,Bernardini,100000.0,10,Pilfer,62,Deputy Minister,0,0.0,1.0,0.0,0.0,65.76481468476815,37.81565923714294,1.5100326698184945,65.94472510320752,34.83380896527733,66.36083538526539,19.307403171448463,1.6686984498375141,0,0,0,0,0,0,0,0,65.91718643629652
1648,Celebrity Glitter,1,59,88,88,11,Tapit,150000.0,10,Shop Again,57,Wild Again,0,0.0,1.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,65.41876175611318,39.655967769907015,62.7262822450807,18.492042368055486,1.5331789397956819,1,0,0,1,0,0,0,0,69.70823757483136
1649,Callmecash,1,58,43,48,11,Frankel,20000.0,2,She be Wild,49,Offlee Wild,4,1.0,0.0,0.0,0.0,69.18230146342765,46.37997314158918,1.6807695557245323,65.85678552847482,33.31995971238377,63.12232646690565,33.195414758531584,1.5501100572297597,0,0,0,1,0,0,0,0,67.10937463671586
1650,Danzar,1,58,54,59,10,Will Take Charge,30000.0,1,House of Danzing,54,Chester House,1,1.0,0.0,0.0,0.0,65.34128781449112,37.21103210122466,1.6071618325272985,66.35678552847482,35.98662637905044,67.31722588769416,19.579529262193088,1.6192308372446695,0,0,0,0,0,0,0,0,65.99310272536587
1651,Divine Heart,2,58,89,0,15,Divine Park,10000.0,2,Don't Trick Her,67,Mazel Trick,0,0.0,1.0,0.0,0.0,67.92648977468284,13.379423967129576,1.7547985905051577,61.790878949361364,29.603039734508098,60.350571388030865,19.015263937247372,1.6046154909643924,0,0,0,0,0,0,1,0,64.64263822782253
1652,Rapport,2,57,64,64,10,More Than Ready,50000.0,15,Embur's Song,52,Unbridled's Song,3,0.0,0.0,1.0,0.0,69.05478198060581,44.511725936844584,1.6932808273153446,66.56010971859213,35.679962811431174,67.19858605804627,32.42629377704712,1.5784486517719196,0,0,0,1,0,0,0,0,67.9032173005171
1653,Hanalei Bay,1,54,64,57,5,Into Mischief,175000.0,12,Bonne Rafaela,47,Elusive Quality,2,1.0,0.0,0.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,66.30581616726413,39.77425118204324,65.26669642407602,32.20935386400928,1.6174472822641968,1,0,0,1,0,0,0,0,69.25557880018462
1654,Romanticize,0,54,69,68,8,Curlin,150000.0,9,Dawn Raid,52,Vindication,2,0.0,1.0,0.0,0.0,72.97797260590544,47.33428480554249,1.7072440827124842,68.8772447386927,34.55996546775752,67.07248656519435,29.815186152438365,1.6889242556505322,1,0,0,1,0,0,0,0,70.65689494627432
1655,Rock the Beat,0,53,94,0,13,Fastnet Rock,64757.0,8,Dietrich,67,Storm Cat,3,0.0,1.0,0.0,0.0,64.85691717587882,29.35997455518975,1.3291501054232413,64.29831148560889,26.80359241350957,67.87505798218025,28.003393941971595,1.6425347822934346,0,0,0,0,0,0,0,0,65.11412630522956
1656,Sailing West,0,53,69,66,12,Tiznow,75000.0,12,Island Bound,57,Speightstown,3,1.0,0.0,0.0,0.0,64.93081402329211,34.74062954177614,1.516337504511355,65.71395587243829,35.98765511912348,69.73123613320023,39.52018154463151,1.6832279726096842,0,0,0,0,0,0,0,0,65.92497698697949
1657,Coast,0,52,69,62,10,Malibu Moon,20000.0,16,Mamma Kimbo,55,Discreet Cat,4,1.0,0.0,0.0,0.0,67.2154860619688,34.973639810366514,1.5426326451659627,67.28542842277984,45.45596776990702,66.13956166297383,40.86181268805233,1.627884681852745,0,0,0,0,1,0,0,0,67.07857722840342
1658,Necco,2,52,57,55,8,Candy Ride,60000.0,13,Empire Desire,50,Empire Maker,2,0.0,0.0,1.0,0.0,69.9676149244666,49.46166006323288,1.6232765605588955,63.52345219514148,33.73662637905044,69.03365952938701,37.32563770164891,1.6437309515485499,1,0,0,1,0,0,0,0,67.57206465994088
1659,Scilly Isles,0,52,76,64,10,Uncle Mo,25000.0,4,Competition,52,Dixie Union,0,0.0,1.0,0.0,0.0,69.77932858908008,51.85774453374613,1.5845590805315397,69.46007924120542,28.379973141589183,65.96197730974613,32.54471999259357,1.6636348755430077,0,0,0,1,0,0,0,0,69.09498862542385
1660,Curlin Lane,2,48,62,57,8,Curlin,150000.0,9,Harriett Lane,48,Giant's Causeway,2,1.0,0.0,0.0,0.0,72.97797260590544,47.33428480554249,1.7072440827124842,68.41876175611317,34.322634436573686,66.00739861759916,37.64527622679458,1.609250709073076,1,0,0,1,0,0,0,0,70.3366627102322
1661,Eminent Domain,0,48,43,54,9,American Pharoah,20000.0,1,Dundalk Dust,49,Military,4,1.0,0.0,0.0,0.0,70.82306557416975,50.19515842188116,1.5062414662029948,63.84376603106343,31.71268332260048,62.251257053667906,21.31358066194421,1.6101540801216634,1,0,0,1,0,0,0,0,67.09453945600725
1662,Dutch Teddy,0,46,80,69,8,Medaglia d'Oro,150000.0,13,Hillaby,57,Distorted Humor,4,1.0,0.0,0.0,0.0,71.97588443260966,53.38421716265162,1.439835861049731,62.94472510320752,37.44919358066194,68.18261323721907,35.74295483005538,1.6589007919699306,1,0,0,1,0,0,0,0,68.24598798801031
1663,Pepperdine Girl,0,44,57,61,12,Malibu Moon,70000.0,14,Tulipmania,50,Empire Maker,2,0.0,1.0,0.0,0.0,67.2154860619688,34.973639810366514,1.5426326451659627,62.81876175611318,31.522634436573686,69.03365952938701,37.32563770164891,1.6437309515485499,0,0,0,0,0,0,0,0,65.94935857503206
1664,Down in Front,1,42,66,57,10,War Front,150000.0,9,Goin to the Window,45,Tapit,0,0.0,1.0,0.0,0.0,75.56658829680042,60.3706308715131,1.7310289114052386,63.298311485608885,31.985410595327753,66.1657544237053,39.99147027528695,1.607031160335606,1,0,0,1,0,0,1,0,69.86256633191911
1665,Star Fox,0,39,39,43,6,Bolt d'Oro,25000.0,1,Scenic Road,47,Quality Road,0,0.0,1.0,0.0,0.0,70.61871056066038,44.16129556200393,1.5600899480716985,65.52345219514147,33.81995971238377,63.68188614329451,39.75655872303598,1.4472957187737623,1,0,0,1,0,0,0,0,67.79484647012389
1666,Bandon,0,28,87,85,6,Speightstown,80000.0,15,Sansibar Jewel,59,Street Cry,0,1.0,0.0,0.0,0.0,72.48816649964104,48.24226647743448,1.6150880997801398,62.02558421288161,34.530865140782296,68.04590815795642,38.37104646797287,1.6744139333405752,1,0,0,1,0,0,0,0,68.15992394802254
1749,One Lucky Dane,3,99,47,0,14,Lookin at Lucky,35000.0,1,Echo Harbor,51,Boston Harbor,2,1.0,0.0,0.0,0.0,67.38695237312876,26.17136672473195,1.7061538666773388,68.23438759583556,29.63139403918609,62.81949245186444,17.761046270376387,1.6349191053031789,0,0,0,0,0,0,0,0,66.99843571288649
1750,Indianapolis,0,97,43,0,15,Medaglia d'Oro,100000.0,6,Pretty 'n Smart,49,Beau Genius,2,1.0,0.0,0.0,0.0,71.97588443260966,53.38421716265162,1.439835861049731,73.44867331012126,35.05996546775752,67.88491283760239,20.557061379234273,1.5671671220254046,1,1,0,1,0,0,0,0,71.87771480048762
1751,Screenplay,2,66,44,43,8,Candy Ride,60000.0,13,Miss Catomine,43,Bernardini,0,0.0,0.0,1.0,0.0,69.9676149244666,49.46166006323288,1.6232765605588955,65.79087894936137,31.910732042200404,68.12746428142634,45.370845224131926,1.65433433077508,1,0,0,1,0,1,0,0,68.22973473672373
1755,Preservationist,4,108,74,0,13,Arch,30000.0,14,Flying Dixie,58,Dixieland Band,2,1.0,0.0,0.0,0.0,70.85787992734946,26.094891045471304,1.6290098510800084,71.27345219514147,31.069959712383774,66.97385769004552,21.66863625116189,1.7091589572102786,1,1,0,0,0,0,0,0,70.42072688548107
1756,J Boys Echo,3,102,48,43,12,Mineshaft,30000.0,10,Letgomyecho,45,Menifee,3,1.0,0.0,0.0,0.0,65.81576545176627,28.524894079249567,1.6126980656807213,76.13420154951163,34.34350097344737,64.65735775523626,24.45875678361598,1.559768601796828,0,1,0,0,0,0,0,0,69.25345693149764
1757,Free Enterprise,2,101,71,61,11,Curlin,25000.0,6,Sing Like a Bird,55,Lawyer Ron,2,0.0,0.0,1.0,0.0,72.97797260590544,47.33428480554249,1.7072440827124842,68.66194784924525,32.34904695896412,68.00804075261995,36.62398618710301,1.721538628658331,1,0,0,1,0,0,0,1,70.72187416308155
1758,Lady Kate,3,94,46,38,10,Bernardini,85000.0,9,Princess Haya,45,Street Cry,4,0.0,1.0,0.0,0.0,65.76481468476815,37.81565923714294,1.5100326698184945,72.66295902440699,30.845679753471806,68.04590815795642,38.37104646797287,1.6744139333405752,0,1,0,0,0,0,0,0,68.52132922461998
1759,J Serino,0,91,39,0,15,Malibu Moon,20000.0,11,My Way,47,Unbridled's Song,2,0.0,0.0,1.0,0.0,67.2154860619688,34.973639810366514,1.5426326451659627,68.94472510320752,27.833808965277328,67.19858605804627,32.42629377704712,1.5784486517719196,0,0,0,0,0,0,0,0,67.81818472581398
1760,Eyes on the King,2,89,55,51,6,Street Sense,50000.0,12,Nickel,49,Unbridled's Song,1,1.0,0.0,0.0,0.0,68.70549472611003,38.165654747025826,1.5988808442685278,67.56010971859213,31.833808965277328,67.19858605804627,32.42629377704712,1.5784486517719196,0,0,0,0,0,0,0,0,68.0785736732692
1761,Grey Stark,2,89,65,65,13,Tapit,125000.0,8,Amansara,50,War Chant,2,0.0,1.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,71.23438759583556,38.345679753471806,65.43395019955831,28.35484482233792,1.66858978790183,1,1,0,1,0,0,0,0,72.14985681190583
1762,Middleburg,2,87,100,89,5,Tapit,200000.0,16,Selcourt,61,Tiz Wonderful,4,1.0,0.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,67.38922057651797,34.89450150441866,66.41708568455597,41.837860220648075,1.6833846933738879,1,0,0,1,0,0,0,0,70.95151867789431
1763,Bold Victory,2,83,55,57,9,Flatter,30000.0,13,Victorious Ami,49,Victory Gallop,0,1.0,0.0,0.0,0.0,68.96331932176925,30.785667156547074,1.647737572200646,68.21876175611318,34.58930110324035,68.44592544644955,26.285561013466133,1.6891639304612311,0,0,0,0,0,0,0,0,68.62511509249167
1764,Ba Dee Yah,0,81,69,67,5,Uncle Mo,125000.0,9,Pearl Turn,53,Bernardini,2,0.0,1.0,0.0,0.0,69.77932858908008,51.85774453374613,1.5845590805315397,66.8772447386927,38.13139403918609,68.12746428142634,45.370845224131926,1.65433433077508,0,0,0,1,0,1,0,0,68.51581959529643
1765,Fashion King,2,80,54,59,6,City of Light,35000.0,1,Fashion Runaway,54,Old Fashioned,2,1.0,0.0,0.0,0.0,70.17908789493615,42.68338089652774,1.5557988615618583,66.94011886180814,33.23662637905044,60.496165374415746,35.15507923769483,1.4255061754919576,1,0,0,1,0,0,0,0,67.59301035526329
1766,Ingress,1,77,82,79,8,Medaglia d'Oro,150000.0,13,Thirteen Arrows,58,Indian Charlie,0,0.0,1.0,0.0,0.0,71.97588443260966,53.38421716265162,1.439835861049731,68.19011886180814,36.653293045717106,67.91041275889691,34.9566383535832,1.639864450825905,1,0,0,1,0,0,0,0,70.04104573177221
1767,Lithe Spirit,0,75,69,70,5,Speightstown,20000.0,16,Spooky Woods,51,Ghostzapper,2,0.0,1.0,0.0,0.0,72.48816649964104,48.24226647743448,1.6150880997801398,68.02345219514147,36.48662637905044,67.91277681261727,42.1118052873438,1.667686152622657,1,0,0,1,0,1,0,0,70.23920804001261
1768,She Shot Me Down,1,69,45,48,8,Ghostzapper,75000.0,12,Lethal Hunter,40,Jade Hunter,0,0.0,1.0,0.0,0.0,68.32297039985089,44.31672510626241,1.6374778823607203,67.94867331012126,31.917108324900376,65.09943716186963,20.05574292571531,1.6137530910012603,0,0,0,1,0,0,0,0,67.70843643274833
1769,Leme at Em,2,68,32,43,10,He's Had Enough,20000.0,1,Up for Grabs,43,First Samurai,2,0.0,0.0,1.0,0.0,65.6303940117827,34.06343160512432,1.7328914483807443,65.02345219514147,30.48662637905044,63.21895675224802,37.99236524045135,1.5674595526515893,0,0,0,0,0,0,1,0,65.05624878702807
1770,Just for Fun,2,51,58,60,5,Justify,150000.0,2,Appeal to the Win,56,Successful Appeal,2,0.0,1.0,0.0,0.0,69.77278768292847,46.85999664269865,1.4253739722433443,65.79087894936137,37.679962811431174,66.34871427259823,31.375526567932972,1.7073756000178917,0,0,0,1,0,0,0,0,67.86550861463044
1771,Safwah,1,50,63,66,11,Medaglia d'Oro,100000.0,10,Above Perfection,50,In Excess,3,0.0,1.0,0.0,0.0,71.97588443260966,53.38421716265162,1.439835861049731,64.3772447386927,40.13139403918609,63.62989670291202,28.925777307814524,1.617516289193272,1,0,0,1,0,0,0,0,68.06446238028407
1779,Kobe's Back,4,101,30,0,15,Flatter,20000.0,7,Well,42,Well Decorated,2,1.0,0.0,0.0,0.0,68.96331932176925,30.785667156547074,1.647737572200646,66.89890743186457,24.990559796976783,66.56407131708488,24.091975827430264,1.7126926001520792,0,0,0,0,0,0,0,1,67.88088795959996
1780,Anneau d'Or,3,94,107,74,9,Medaglia d'Oro,20000.0,12,Walk Close,67,Tapit,3,1.0,0.0,0.0,0.0,71.97588443260966,53.38421716265162,1.439835861049731,69.02345219514147,36.81995971238377,66.1657544237053,39.99147027528695,1.607031160335606,1,0,0,1,0,0,0,0,70.07101364816015
1781,Prominently,0,76,30,33,8,Nyquist,40000.0,1,Tizsotrue,42,Dixie Union,0,0.0,1.0,0.0,0.0,70.25117260975708,44.35349798561919,1.6302243833460066,66.09857125705368,34.83380896527733,65.96197730974613,32.54471999259357,1.6636348755430077,1,0,0,1,0,0,0,0,68.15438284130924
1782,Gun Club,1,65,28,26,10,Trappe Shot,10000.0,4,In Truth,40,Quiet American,0,0.0,1.0,0.0,0.0,62.84243657169018,24.1861659651804,1.7581955701076708,69.9520950894465,27.122634436573684,67.44300990272167,25.829015943782096,1.639462000008791,0,0,0,0,0,0,1,0,66.02090305255962
1783,Gallant Mischief,0,62,75,70,5,Into Mischief,175000.0,12,Bashful Bertie,53,Quiet American,0,1.0,0.0,0.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,66.80581616726413,36.488536896328945,67.44300990272167,25.829015943782096,1.639462000008791,1,0,0,1,0,0,0,0,69.75702582198149
1784,Lunar Illusion,0,62,51,45,10,Malibu Moon,95000.0,16,Kiss the Lady,46,Quiet American,2,1.0,0.0,0.0,0.0,67.2154860619688,34.973639810366514,1.5426326451659627,65.41876175611318,31.98930110324035,67.44300990272167,25.829015943782096,1.639462000008791,0,0,0,0,0,0,0,0,66.62076113103227
1788,Run Classic,2,105,34,41,8,Runhappy,20000.0,1,Pledge Pin,44,Chatain,2,1.0,0.0,0.0,0.0,65.16000685741201,36.157882291099064,1.6550665961684692,67.77345219514147,30.73662637905044,69.75209508944651,33.52263443657368,1.816923466869439,0,0,0,0,0,0,0,1,66.7635259604225
1789,Classic Empire,4,102,42,35,12,Pioneerof The Nile,15000.0,4,Sambuca Classica,42,Cat Thief,1,1.0,0.0,0.0,0.0,68.84114625319452,37.62342742035382,1.6148901238167659,71.88542842277984,34.45596776990702,68.48717290885997,23.093047542616898,1.7816194947688586,0,1,0,0,0,0,0,1,69.8535490108992
1790,Conquest Panthera,4,101,56,0,14,Kitten's Joy,20000.0,6,Lastofthsummerwine,46,Sky Mesa,1,0.0,0.0,1.0,0.0,67.65116752277449,35.09405525411366,1.6109515100462684,70.60678552847482,24.569959712383774,66.35313916884849,34.625920671882426,1.6834929270516805,0,1,0,0,0,0,0,0,68.4909295716807
1791,Flagstaff,4,101,51,50,12,Speightstown,60000.0,9,Indyan Giving,42,A.P. Indy,0,0.0,0.0,1.0,0.0,72.48816649964104,48.24226647743448,1.6150880997801398,71.02345219514147,32.48662637905044,67.2337085684556,31.33445268873147,1.5803384693373888,1,1,0,1,0,0,0,0,71.18734780338838
1792,Curlin's Honor,2,100,46,40,11,Curlin,25000.0,6,Franscat,42,Stormin Fever,2,1.0,0.0,0.0,0.0,72.97797260590544,47.33428480554249,1.7072440827124842,68.52345219514147,30.903293045717106,65.19835314363469,26.831104396508408,1.8090812778200218,1,0,0,1,0,0,0,1,70.25194754279744
1793,Boardroom,4,98,36,43,9,Commissioner,20000.0,1,Money Madness,45,Rahy,2,0.0,1.0,0.0,0.0,59.98378704095941,29.74376902404345,1.5778665283305808,70.80581616726413,32.488536896328945,64.7235251219523,22.767775539576878,1.5983974629770443,0,1,0,0,0,0,0,0,64.482457947315
1794,Giant Mischief,3,97,111,94,6,Into Mischief,150000.0,11,Vertical Oak,65,Giant Oak,4,1.0,0.0,0.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,68.29831148560889,35.34904695896412,66.94867331012126,37.55996546775752,1.6609894287886846,1,0,0,1,0,0,0,0,70.2052486945121
1795,Never Explain,3,97,37,35,8,Street Sense,45000.0,10,Black Oak,37,Forestry,2,1.0,0.0,0.0,0.0,68.70549472611003,38.165654747025826,1.5988808442685278,69.01876175611318,29.122634436573684,67.31342856701326,27.948197062472484,1.6599086178278053,0,0,0,0,0,0,0,0,68.60632826274662
1796,Hot and Sultry,3,96,29,21,7,Speightster,10000.0,2,Hot Water,41,Medaglia d'Oro,0,0.0,1.0,0.0,0.0,64.91382178526649,24.25175008530209,1.707494082489905,71.48714272598221,30.22585391462384,69.32199187627299,42.200425429038376,1.6913922770924363,0,1,0,0,0,1,0,0,67.87570962816797
1797,Masmak,2,96,43,43,5,Vino Rosso,20000.0,1,Nite in Rome,49,Harlan's Holiday,2,1.0,0.0,0.0,0.0,64.83722979427563,35.52034362216179,1.471772626113405,69.3832329653525,32.517869292031854,64.92571762609298,35.179952029387835,1.7289317377120412,0,0,0,0,0,0,0,1,66.44160407892514
1798,Aristocratic,2,95,51,44,12,Malibu Moon,20000.0,14,Ask Me When,47,Speightstown,1,1.0,0.0,0.0,0.0,67.2154860619688,34.973639810366514,1.5426326451659627,69.2675891463561,32.23996978428783,69.73123613320023,39.52018154463151,1.6832279726096842,0,0,0,0,0,0,0,0,68.31108465218907
1799,Alfatei,2,94,57,61,9,Pioneerof The Nile,125000.0,7,Spring Carnival,50,Bernardini,2,1.0,0.0,0.0,0.0,68.84114625319452,37.62342742035382,1.6148901238167659,68.5915304529784,32.63139403918609,68.12746428142634,45.370845224131926,1.65433433077508,0,0,0,0,0,1,0,0,68.64672842735365
1800,Beautiful Lover,3,94,41,48,10,Arch,20000.0,17,American Skipper,41,Quiet American,2,0.0,1.0,0.0,0.0,70.85787992734946,26.094891045471304,1.6290098510800084,67.63703279551521,28.29534742681579,67.44300990272167,25.829015943782096,1.639462000008791,1,0,0,0,0,0,0,0,69.21835292751331
1801,Lambeau,2,92,55,52,10,First Samurai,15000.0,9,Coastal Sunrise,53,Congrats,0,1.0,0.0,0.0,0.0,65.26488750528227,31.597793372238606,1.7293458740277228,69.3772447386927,33.845679753471806,67.3153267358601,39.238508066747904,1.639648148952349,0,0,0,0,0,0,1,0,67.0117784215626
1802,My Kentucky Girl,2,91,53,44,7,American Pharoah,90000.0,3,Easy Living,49,Big Brown,2,0.0,1.0,0.0,0.0,70.82306557416975,50.19515842188116,1.5062414662029948,69.44867331012126,35.988536896328945,70.40111542933832,39.518349541761715,1.7569020822334462,1,0,1,1,0,0,0,1,70.27873576002806
1803,Navy Man,2,91,16,18,6,Bolt d'Oro,25000.0,1,Gentle Humor,28,Distorted Humor,2,1.0,0.0,0.0,0.0,70.61871056066038,44.16129556200393,1.5600899480716985,67.19011886180814,29.569959712383774,68.18261323721907,35.74295483005538,1.6589007919699306,1,0,0,1,0,0,0,0,69.05328886754589
1804,Sensitive,0,91,66,55,12,Divine Park,10000.0,5,Kittery Point,60,Include,2,0.0,1.0,0.0,0.0,67.92648977468284,13.379423967129576,1.7547985905051577,69.78126037304104,35.931736267565014,66.04525369585627,36.59475145654975,1.597015584716074,0,0,0,0,0,0,1,0,68.29347407228421
1805,Uncle Bull,2,90,57,53,10,Uncle Mo,25000.0,4,Bullville Belle,43,Holy Bull,0,1.0,0.0,0.0,0.0,69.77932858908008,51.85774453374613,1.5845590805315397,67.75209508944651,29.389301103240353,65.81491557428043,21.662906893402752,1.7102447818320072,0,0,0,1,0,0,0,0,68.47513491198838
1806,C Dub,2,89,73,79,12,Hard Spun,60000.0,6,Warbling,57,Unbridled's Song,4,1.0,0.0,0.0,0.0,68.23216841118963,41.977098901221474,1.5616833371055399,68.94472510320752,39.756885888354255,67.19858605804627,32.42629377704712,1.5784486517719196,0,0,0,1,0,0,0,0,68.32652590042439
1807,Carouse,2,89,43,0,14,Curlin,40000.0,3,Party Chatter,45,Pleasant Colony,1,0.0,0.0,1.0,0.0,72.97797260590544,47.33428480554249,1.7072440827124842,67.88542842277985,28.522634436573686,62.73716832753031,18.872134224082238,1.665247357197171,1,0,0,1,0,0,0,0,69.65946150005522
1808,Specially,2,89,32,12,9,Tapiture,20000.0,1,Peace Process,43,War Front,0,0.0,1.0,0.0,0.0,66.01829669376794,28.465126139096604,1.629289965824964,66.21876175611318,28.322634436573686,66.61426707105086,39.39060659368959,1.531538486969746,0,0,0,0,0,0,0,0,66.1778550221812
1809,Ahead of Plan,2,88,32,27,10,Big Drama,20000.0,4,Daisy Dukes,40,Ghazi,0,1.0,0.0,0.0,0.0,68.20159659493525,15.565480716639318,1.671644156922384,67.48012966742706,29.258137868055027,68.6783927642374,20.284979856191885,1.6772438334600661,0,0,0,0,0,0,0,0,68.02060259570271
1810,Alberobello,2,87,71,73,11,Bernardini,100000.0,8,Carson Jen,57,Carson City,2,0.0,1.0,0.0,0.0,65.76481468476815,37.81565923714294,1.5100326698184945,68.52345219514147,35.653293045717106,68.06521199242786,24.350865372368062,1.6495609680504182,0,0,0,0,0,0,0,0,67.07539740954778
1811,Conquest Titan,2,87,45,0,15,Birdstone,20000.0,6,Miner's Secret,50,Mineshaft,0,0.0,0.0,1.0,0.0,65.36550417982056,12.880779574005933,1.7475867843435449,72.25241741089982,30.52611665758502,66.046636291688,34.71387631772604,1.6562598265383714,0,1,0,0,0,0,1,0,67.87809362747842
1812,Dark Templar,2,87,86,86,11,Tapit,150000.0,10,Hurricane Flag,56,Storm Cat,0,1.0,0.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,67.38922057651797,34.62177423169139,67.87505798218025,28.003393941971595,1.6425347822934346,1,0,0,1,0,0,0,0,71.17021452253796
1813,Ghostliner,2,87,58,50,8,Ghostzapper,75000.0,12,Wait No More,47,Medaglia d'Oro,2,0.0,0.0,1.0,0.0,68.32297039985089,44.31672510626241,1.6374778823607203,67.38922057651797,31.349046958964117,69.32199187627299,42.200425429038376,1.6913922770924363,0,0,0,1,0,1,0,0,68.14601118314768
1814,Equal Pay,2,85,36,38,8,Quality Road,35000.0,7,Street Rumor,33,Street Sense,0,0.0,1.0,0.0,0.0,72.2363092855436,47.52227802858272,1.6724044243674687,71.1520950894465,29.322634436573686,68.5792725978977,40.852474846553235,1.698412165151567,1,1,0,1,0,0,0,0,71.30827881376273
1815,Army Officer,2,84,53,50,5,Not This Time,12500.0,4,Worth a Chance Mo,43,Uncle Mo,0,1.0,0.0,0.0,0.0,69.87687293245023,35.51078118225164,1.632506230428763,67.1164933037907,31.349046958964117,66.44564384747675,44.79464448273666,1.494745436641138,0,0,0,0,0,1,0,0,68.39605569967337
